,name,c-x,c-y,radius
0,20130320T013506.722034_31.csv,19.72,144.72,15.92
1,20130320T013506.722034_31.csv,35.28,133.33,15.37
2,20130320T013506.722034_31.csv,66.39,122.22,15.37
3,20130320T013506.722034_31.csv,109.17,66.11,17.31
4,20130320T013506.722034_31.csv,75.28,27.22,20.09
5,20130320T013506.722034_31.csv,164.17,31.67,17.31
6,20130320T013506.722034_31.csv,196.67,29.17,16.75
7,20130320T013506.722034_31.csv,211.67,13.61,17.59
8,20130320T013506.722034_31.csv,245.56,14.44,17.59
9,20130320T013506.722034_31.csv,258.33,159.44,21.2
