,name,c-x,c-y,radius
0,20130320T005622.293447.Cam6_44.csv,43.33,193.61,19.25
1,20130320T005622.293447.Cam6_44.csv,49.72,153.61,18.14
2,20130320T005622.293447.Cam6_44.csv,112.78,144.17,18.7
3,20130320T005622.293447.Cam6_44.csv,112.5,187.78,17.59
4,20130320T005622.293447.Cam6_44.csv,143.61,168.61,18.7
5,20130320T005622.293447.Cam6_44.csv,185.56,151.11,16.48
6,20130320T005622.293447.Cam6_44.csv,209.72,114.44,18.7
7,20130320T005622.293447.Cam6_44.csv,298.61,105.83,16.75
8,20130320T005622.293447.Cam6_44.csv,223.61,19.72,17.59
9,20130320T005622.293447.Cam6_44.csv,256.94,8.89,16.75
10,20130320T005622.293447.Cam6_44.csv,104.44,94.17,19.81
11,20130320T005622.293447.Cam6_44.csv,117.5,58.61,18.98
12,20130320T005622.293447.Cam6_44.csv,53.89,101.67,18.7
13,20130320T005622.293447.Cam6_44.csv,43.61,73.89,20.64
14,20130320T005622.293447.Cam6_44.csv,20.28,89.44,20.64
