,name,c-x,c-y,radius
0,20130320T004758.854431.Cam6_34.csv,46.54,140.38,20.27
1,20130320T004758.854431.Cam6_34.csv,76.92,156.92,17.57
2,20130320T004758.854431.Cam6_34.csv,107.31,150.77,17.57
3,20130320T004758.854431.Cam6_34.csv,121.54,137.69,15.65
4,20130320T004758.854431.Cam6_34.csv,181.92,158.08,16.8
5,20130320T004758.854431.Cam6_34.csv,206.92,138.46,16.8
6,20130320T004758.854431.Cam6_34.csv,242.31,150.0,14.11
7,20130320T004758.854431.Cam6_34.csv,251.15,117.31,14.11
8,20130320T004758.854431.Cam6_34.csv,286.54,110.77,17.19
9,20130320T004758.854431.Cam6_34.csv,305.38,138.08,17.19
