,name,c-x,c-y,radius
0,20130320T013315.481640_32.csv,200.0,167.22,16.75
1,20130320T013315.481640_32.csv,221.39,136.11,16.75
2,20130320T013315.481640_32.csv,168.06,127.78,16.2
3,20130320T013315.481640_32.csv,226.94,98.06,17.31
4,20130320T013315.481640_32.csv,292.5,85.56,14.81
5,20130320T013315.481640_32.csv,279.44,78.89,14.81
6,20130320T013315.481640_32.csv,302.5,53.89,13.42
7,20130320T013315.481640_32.csv,204.44,39.72,17.59
8,20130320T013315.481640_32.csv,156.11,23.06,18.98
9,20130320T013315.481640_32.csv,50.0,15.28,16.75
