,name,c-x,c-y,radius
0,20130320T012831.094835_24.csv,100.83,188.61,17.59
1,20130320T012831.094835_24.csv,108.33,161.11,15.92
2,20130320T012831.094835_24.csv,136.94,153.89,17.31
3,20130320T012831.094835_24.csv,254.17,164.44,16.2
4,20130320T012831.094835_24.csv,115.28,133.33,17.59
5,20130320T012831.094835_24.csv,119.44,120.28,16.75
6,20130320T012831.094835_24.csv,132.5,93.61,16.75
7,20130320T012831.094835_24.csv,119.17,87.5,16.2
8,20130320T012831.094835_24.csv,149.17,69.44,16.2
9,20130320T012831.094835_24.csv,145.83,24.17,16.2
10,20130320T012831.094835_24.csv,40.0,96.39,15.37
11,20130320T012831.094835_24.csv,8.61,104.17,18.7
