,name,c-x,c-y,radius
0,20130320T013114.145799_32.csv,230.28,178.89,20.09
1,20130320T013114.145799_32.csv,215.28,117.5,20.09
2,20130320T013114.145799_32.csv,216.67,77.22,18.98
3,20130320T013114.145799_32.csv,268.89,100.83,18.98
4,20130320T013114.145799_32.csv,248.33,50.0,17.31
5,20130320T013114.145799_32.csv,301.11,52.78,18.98
6,20130320T013114.145799_32.csv,268.61,3.06,17.31
7,20130320T013114.145799_32.csv,242.22,16.39,22.31
8,20130320T013114.145799_32.csv,235.28,1.94,22.31
9,20130320T013114.145799_32.csv,201.67,23.33,22.87
10,20130320T013114.145799_32.csv,149.72,21.94,17.31
11,20130320T013114.145799_32.csv,83.61,59.17,19.81
12,20130320T013114.145799_32.csv,108.61,68.89,18.98
