,name,c-x,c-y,radius
0,20130320T012841.190290_44.csv,12.22,146.39,15.64
1,20130320T012841.190290_44.csv,55.28,18.06,16.48
2,20130320T012841.190290_44.csv,59.44,30.28,13.98
3,20130320T012841.190290_44.csv,150.0,46.94,16.2
4,20130320T012841.190290_44.csv,151.94,83.06,16.2
5,20130320T012841.190290_44.csv,142.5,97.5,15.09
6,20130320T012841.190290_44.csv,171.39,52.5,15.09
7,20130320T012841.190290_44.csv,199.72,50.56,15.09
8,20130320T012841.190290_44.csv,146.67,117.5,13.98
9,20130320T012841.190290_44.csv,61.39,190.56,12.87
10,20130320T012841.190290_44.csv,45.83,145.28,12.87
11,20130320T012841.190290_44.csv,56.11,161.11,12.87
