,name,c-x,c-y,radius
0,20130320T004608.376022.Cam6_51.csv,66.54,12.69,16.8
1,20130320T004608.376022.Cam6_51.csv,73.46,31.15,16.8
2,20130320T004608.376022.Cam6_51.csv,150.77,76.92,14.5
3,20130320T004608.376022.Cam6_51.csv,167.69,88.08,12.96
4,20130320T004608.376022.Cam6_51.csv,269.23,94.23,15.27
5,20130320T004608.376022.Cam6_51.csv,281.92,114.23,14.5
6,20130320T004608.376022.Cam6_51.csv,304.62,109.62,16.8
7,20130320T004608.376022.Cam6_51.csv,115.77,162.31,15.65
8,20130320T004608.376022.Cam6_51.csv,168.08,188.08,12.96
9,20130320T004608.376022.Cam6_51.csv,167.69,108.08,12.19
10,20130320T004608.376022.Cam6_51.csv,30.0,155.77,11.03
11,20130320T004608.376022.Cam6_51.csv,9.23,158.46,12.19
12,20130320T004608.376022.Cam6_51.csv,28.08,100.0,12.19
