,name,c-x,c-y,radius
0,20130320T005316.765861.Cam6_44.csv,4.19,133.23,14.84
1,20130320T005316.765861.Cam6_44.csv,32.26,132.26,15.8
2,20130320T005316.765861.Cam6_44.csv,47.74,86.13,13.22
3,20130320T005316.765861.Cam6_44.csv,83.23,100.32,14.19
4,20130320T005316.765861.Cam6_44.csv,74.84,119.35,14.19
5,20130320T005316.765861.Cam6_44.csv,100.65,111.29,14.19
6,20130320T005316.765861.Cam6_44.csv,125.81,7.1,14.19
7,20130320T005316.765861.Cam6_44.csv,152.26,7.1,14.19
8,20130320T005316.765861.Cam6_44.csv,221.94,52.26,15.8
9,20130320T005316.765861.Cam6_44.csv,255.81,40.97,14.84
