,name,c-x,c-y,radius
0,20130320T004717.901207.Cam6_22.csv,6.92,107.31,19.88
1,20130320T004717.901207.Cam6_22.csv,36.54,190.77,20.65
2,20130320T004717.901207.Cam6_22.csv,107.31,150.77,20.65
3,20130320T004717.901207.Cam6_22.csv,135.0,163.46,20.65
4,20130320T004717.901207.Cam6_22.csv,140.77,95.38,21.8
5,20130320T004717.901207.Cam6_22.csv,98.85,95.77,18.73
6,20130320T004717.901207.Cam6_22.csv,198.08,73.08,21.42
7,20130320T004717.901207.Cam6_22.csv,188.85,110.0,21.42
8,20130320T004717.901207.Cam6_22.csv,150.77,126.92,18.34
9,20130320T004717.901207.Cam6_22.csv,268.08,66.92,20.27
10,20130320T004717.901207.Cam6_22.csv,243.08,76.54,20.27
11,20130320T004717.901207.Cam6_22.csv,171.54,17.69,19.11
12,20130320T004717.901207.Cam6_22.csv,146.54,24.23,17.96
