,name,c-x,c-y,radius
0,20130320T004923.046686.Cam6_12.csv,108.06,79.68,19.03
1,20130320T004923.046686.Cam6_12.csv,69.03,69.68,20.32
2,20130320T004923.046686.Cam6_12.csv,207.74,188.39,19.03
3,20130320T004923.046686.Cam6_12.csv,243.55,165.81,19.67
4,20130320T004923.046686.Cam6_12.csv,226.45,148.39,19.67
5,20130320T004923.046686.Cam6_12.csv,270.97,165.16,19.67
6,20130320T004923.046686.Cam6_12.csv,269.03,201.29,19.67
7,20130320T004923.046686.Cam6_12.csv,237.42,104.84,19.67
8,20130320T004923.046686.Cam6_12.csv,264.52,86.45,19.67
9,20130320T004923.046686.Cam6_12.csv,245.48,0.97,17.42
10,20130320T004923.046686.Cam6_12.csv,248.71,9.35,16.13
