,name,c-x,c-y,radius
0,20130320T005225.907559.Cam6_63.csv,213.55,193.23,15.8
1,20130320T005225.907559.Cam6_63.csv,200.65,187.74,15.8
2,20130320T005225.907559.Cam6_63.csv,239.03,185.48,17.74
3,20130320T005225.907559.Cam6_63.csv,56.45,137.1,20.0
4,20130320T005225.907559.Cam6_63.csv,37.74,92.9,18.06
5,20130320T005225.907559.Cam6_63.csv,85.48,78.06,18.71
6,20130320T005225.907559.Cam6_63.csv,32.9,46.77,19.35
7,20130320T005225.907559.Cam6_63.csv,8.71,53.55,19.35
8,20130320T005225.907559.Cam6_63.csv,211.61,64.84,18.38
9,20130320T005225.907559.Cam6_63.csv,151.94,14.19,17.42
10,20130320T005225.907559.Cam6_63.csv,186.13,0.32,17.42
