,name,c-x,c-y,radius
0,20130320T005034.095776.Cam6_44.csv,53.87,97.42,17.42
1,20130320T005034.095776.Cam6_44.csv,11.94,60.97,17.42
2,20130320T005034.095776.Cam6_44.csv,17.74,24.84,16.45
3,20130320T005034.095776.Cam6_44.csv,33.55,35.48,18.38
4,20130320T005034.095776.Cam6_44.csv,68.06,56.45,18.71
5,20130320T005034.095776.Cam6_44.csv,121.94,0.0,18.71
6,20130320T005034.095776.Cam6_44.csv,125.48,117.74,16.13
7,20130320T005034.095776.Cam6_44.csv,144.84,95.16,16.13
8,20130320T005034.095776.Cam6_44.csv,154.84,137.1,16.13
9,20130320T005034.095776.Cam6_44.csv,182.58,119.35,17.42
10,20130320T005034.095776.Cam6_44.csv,208.06,116.45,17.42
11,20130320T005034.095776.Cam6_44.csv,209.68,189.35,15.48
12,20130320T005034.095776.Cam6_44.csv,183.87,199.68,15.48
13,20130320T005034.095776.Cam6_44.csv,207.42,157.1,15.48
