,name,c-x,c-y,radius
0,20130320T004721.329906.Cam6_52.csv,248.08,128.08,16.03
1,20130320T004721.329906.Cam6_52.csv,123.85,148.46,19.11
2,20130320T004721.329906.Cam6_52.csv,89.23,157.31,17.19
3,20130320T004721.329906.Cam6_52.csv,61.54,142.69,17.19
4,20130320T004721.329906.Cam6_52.csv,30.0,137.69,17.19
5,20130320T004721.329906.Cam6_52.csv,41.92,62.31,17.19
6,20130320T004721.329906.Cam6_52.csv,57.31,123.46,17.19
7,20130320T004721.329906.Cam6_52.csv,77.31,180.77,14.5
8,20130320T004721.329906.Cam6_52.csv,53.08,170.38,14.5
9,20130320T004721.329906.Cam6_52.csv,5.77,158.85,14.5
