,name,c-x,c-y,radius
0,20130320T012901.190699_21.csv,257.78,194.44,14.81
1,20130320T012901.190699_21.csv,228.33,181.11,14.81
2,20130320T012901.190699_21.csv,242.22,146.67,14.81
3,20130320T012901.190699_21.csv,276.94,147.5,14.81
4,20130320T012901.190699_21.csv,270.0,116.94,14.81
5,20130320T012901.190699_21.csv,264.72,121.67,14.81
6,20130320T012901.190699_21.csv,235.83,121.94,14.81
7,20130320T012901.190699_21.csv,249.72,97.78,15.92
8,20130320T012901.190699_21.csv,254.44,30.56,14.81
9,20130320T012901.190699_21.csv,230.83,24.44,14.81
10,20130320T012901.190699_21.csv,248.89,3.33,14.81
11,20130320T012901.190699_21.csv,230.56,3.06,14.81
