,name,c-x,c-y,radius
0,20130320T012945.763098_23.csv,36.11,171.94,23.14
1,20130320T012945.763098_23.csv,171.39,176.67,21.75
2,20130320T012945.763098_23.csv,204.44,180.83,21.75
3,20130320T012945.763098_23.csv,244.72,184.17,21.75
4,20130320T012945.763098_23.csv,288.89,201.67,20.64
5,20130320T012945.763098_23.csv,222.78,142.5,23.98
6,20130320T012945.763098_23.csv,187.78,117.22,22.31
7,20130320T012945.763098_23.csv,66.94,81.39,23.7
8,20130320T012945.763098_23.csv,102.5,67.22,23.7
9,20130320T012945.763098_23.csv,138.33,42.78,23.7
10,20130320T012945.763098_23.csv,112.5,12.5,22.03
11,20130320T012945.763098_23.csv,70.28,23.61,23.14
12,20130320T012945.763098_23.csv,42.22,58.89,21.2
13,20130320T012945.763098_23.csv,53.06,38.61,21.2
