,name,c-x,c-y,radius
0,20130320T004852.760430.Cam6_11.csv,32.58,32.58,21.61
1,20130320T004852.760430.Cam6_11.csv,62.9,65.48,23.55
2,20130320T004852.760430.Cam6_11.csv,127.1,72.9,20.64
3,20130320T004852.760430.Cam6_11.csv,170.32,78.39,20.96
4,20130320T004852.760430.Cam6_11.csv,36.13,113.55,20.96
5,20130320T004852.760430.Cam6_11.csv,13.55,69.68,20.96
6,20130320T004852.760430.Cam6_11.csv,42.9,147.74,20.0
7,20130320T004852.760430.Cam6_11.csv,4.52,138.71,20.0
8,20130320T004852.760430.Cam6_11.csv,23.23,172.9,20.0
9,20130320T004852.760430.Cam6_11.csv,289.68,191.29,20.64
