,name,c-x,c-y,radius
0,20130320T004720.568015.Cam6_63.csv,216.15,107.31,15.65
1,20130320T004720.568015.Cam6_63.csv,230.0,115.77,15.65
2,20130320T004720.568015.Cam6_63.csv,201.92,129.23,15.65
3,20130320T004720.568015.Cam6_63.csv,186.15,148.46,14.5
4,20130320T004720.568015.Cam6_63.csv,165.0,140.77,14.5
5,20130320T004720.568015.Cam6_63.csv,225.77,135.0,14.5
6,20130320T004720.568015.Cam6_63.csv,262.69,96.54,15.65
7,20130320T004720.568015.Cam6_63.csv,274.23,36.15,13.73
8,20130320T004720.568015.Cam6_63.csv,202.31,30.77,15.65
9,20130320T004720.568015.Cam6_63.csv,141.54,10.0,13.73
10,20130320T004720.568015.Cam6_63.csv,28.85,4.23,13.73
11,20130320T004720.568015.Cam6_63.csv,181.54,81.54,13.73
12,20130320T004720.568015.Cam6_63.csv,206.15,100.77,13.73
