,name,c-x,c-y,radius
0,20130320T005023.809937.Cam6_54.csv,154.84,97.42,18.71
1,20130320T005023.809937.Cam6_54.csv,185.16,85.81,18.71
2,20130320T005023.809937.Cam6_54.csv,189.68,11.29,20.0
3,20130320T005023.809937.Cam6_54.csv,225.81,31.61,20.0
4,20130320T005023.809937.Cam6_54.csv,239.35,47.74,20.0
5,20130320T005023.809937.Cam6_54.csv,273.23,47.1,20.0
6,20130320T005023.809937.Cam6_54.csv,273.87,67.74,20.0
7,20130320T005023.809937.Cam6_54.csv,251.61,105.81,19.03
8,20130320T005023.809937.Cam6_54.csv,290.97,96.13,17.42
9,20130320T005023.809937.Cam6_54.csv,220.32,74.84,17.42
10,20130320T005023.809937.Cam6_54.csv,5.16,151.94,16.45
11,20130320T005023.809937.Cam6_54.csv,217.1,93.87,15.16
