,name,c-x,c-y,radius
0,20130320T013249.004859_22.csv,86.94,180.56,17.59
1,20130320T013249.004859_22.csv,55.56,149.44,19.81
2,20130320T013249.004859_22.csv,62.5,117.22,17.31
3,20130320T013249.004859_22.csv,89.17,137.5,17.31
4,20130320T013249.004859_22.csv,105.56,129.72,17.31
5,20130320T013249.004859_22.csv,115.0,78.33,19.53
6,20130320T013249.004859_22.csv,128.06,48.33,20.09
7,20130320T013249.004859_22.csv,154.17,74.72,19.25
8,20130320T013249.004859_22.csv,200.56,84.72,17.31
9,20130320T013249.004859_22.csv,215.56,78.61,17.31
10,20130320T013249.004859_22.csv,270.56,111.67,18.42
11,20130320T013249.004859_22.csv,265.0,141.39,17.31
12,20130320T013249.004859_22.csv,278.06,139.44,17.31
13,20130320T013249.004859_22.csv,283.89,162.22,17.31
