,name,c-x,c-y,radius
0,20130320T013121.003065_22_aug_2.csv,161.39,177.78,16.2
1,20130320T013121.003065_22_aug_2.csv,98.33,124.44,17.59
2,20130320T013121.003065_22_aug_2.csv,123.33,102.22,17.59
3,20130320T013121.003065_22_aug_2.csv,127.5,76.67,17.03
4,20130320T013121.003065_22_aug_2.csv,45.56,62.78,15.09
5,20130320T013121.003065_22_aug_2.csv,18.33,61.67,17.03
6,20130320T013121.003065_22_aug_2.csv,84.17,0.56,17.03
7,20130320T013121.003065_22_aug_2.csv,185.56,24.44,20.92
8,20130320T013121.003065_22_aug_2.csv,214.44,86.94,18.42
9,20130320T013121.003065_22_aug_2.csv,219.44,74.17,18.42
10,20130320T013121.003065_22_aug_2.csv,215.83,10.83,18.42
