,name,c-x,c-y,radius
0,20130320T004906.474966.Cam6_43_aug_3.csv,68.06,46.45,17.74
1,20130320T004906.474966.Cam6_43_aug_3.csv,45.16,67.74,17.74
2,20130320T004906.474966.Cam6_43_aug_3.csv,81.61,75.48,17.74
3,20130320T004906.474966.Cam6_43_aug_3.csv,76.13,88.71,17.74
4,20130320T004906.474966.Cam6_43_aug_3.csv,83.87,111.94,17.74
5,20130320T004906.474966.Cam6_43_aug_3.csv,109.68,108.71,16.45
6,20130320T004906.474966.Cam6_43_aug_3.csv,100.0,49.03,17.74
7,20130320T004906.474966.Cam6_43_aug_3.csv,75.81,29.35,17.09
8,20130320T004906.474966.Cam6_43_aug_3.csv,149.03,49.68,17.09
9,20130320T004906.474966.Cam6_43_aug_3.csv,150.32,146.45,17.09
10,20130320T004906.474966.Cam6_43_aug_3.csv,172.9,137.42,17.09
11,20130320T004906.474966.Cam6_43_aug_3.csv,182.26,17.1,17.09
12,20130320T004906.474966.Cam6_43_aug_3.csv,220.32,8.71,17.09
13,20130320T004906.474966.Cam6_43_aug_3.csv,260.65,3.23,17.09
14,20130320T004906.474966.Cam6_43_aug_3.csv,288.06,122.9,15.48
