,name,c-x,c-y,radius
0,20130320T005418.671890.Cam6_34_aug_3.csv,117.74,153.55,19.35
1,20130320T005418.671890.Cam6_34_aug_3.csv,295.81,137.1,19.35
2,20130320T005418.671890.Cam6_34_aug_3.csv,219.35,56.13,21.93
3,20130320T005418.671890.Cam6_34_aug_3.csv,185.48,48.06,15.8
4,20130320T005418.671890.Cam6_34_aug_3.csv,165.81,64.84,19.03
5,20130320T005418.671890.Cam6_34_aug_3.csv,142.58,72.26,16.77
6,20130320T005418.671890.Cam6_34_aug_3.csv,146.45,44.19,19.03
7,20130320T005418.671890.Cam6_34_aug_3.csv,100.97,41.61,19.03
8,20130320T005418.671890.Cam6_34_aug_3.csv,115.48,78.39,20.32
9,20130320T005418.671890.Cam6_34_aug_3.csv,302.58,162.58,17.42
