,name,c-x,c-y,radius
0,20130320T013234.147438_21_aug_0.csv,254.39,192.78,15.92
1,20130320T013234.147438_21_aug_0.csv,214.67000000000002,123.33,15.09
2,20130320T013234.147438_21_aug_0.csv,225.22,116.94,15.09
3,20130320T013234.147438_21_aug_0.csv,191.61,134.72,15.09
4,20130320T013234.147438_21_aug_0.csv,210.5,96.94,15.09
5,20130320T013234.147438_21_aug_0.csv,237.72,56.11,13.42
6,20130320T013234.147438_21_aug_0.csv,237.72,29.44,13.42
7,20130320T013234.147438_21_aug_0.csv,218.56,41.11,14.25
8,20130320T013234.147438_21_aug_0.csv,171.61,20.56,14.53
9,20130320T013234.147438_21_aug_0.csv,206.06,30.28,13.98
