,name,c-x,c-y,radius
0,20130320T004737.520747.Cam6_43_aug_3.csv,160.0,55.77,21.8
1,20130320T004737.520747.Cam6_43_aug_3.csv,188.08,10.0,21.8
2,20130320T004737.520747.Cam6_43_aug_3.csv,146.15,98.85,23.73
3,20130320T004737.520747.Cam6_43_aug_3.csv,166.15,68.85,23.73
4,20130320T004737.520747.Cam6_43_aug_3.csv,108.46,91.92,22.19
5,20130320T004737.520747.Cam6_43_aug_3.csv,50.77,66.54,22.19
6,20130320T004737.520747.Cam6_43_aug_3.csv,75.38,92.31,22.19
7,20130320T004737.520747.Cam6_43_aug_3.csv,119.62,130.77,20.27
8,20130320T004737.520747.Cam6_43_aug_3.csv,105.0,124.23,20.27
9,20130320T004737.520747.Cam6_43_aug_3.csv,161.15,138.46,20.27
10,20130320T004737.520747.Cam6_43_aug_3.csv,176.54,156.15,20.27
11,20130320T004737.520747.Cam6_43_aug_3.csv,82.31,56.54,20.27
