,name,c-x,c-y,radius
0,20130320T004716.377425.Cam6_21_aug_3.csv,120.38,130.77,20.27
1,20130320T004716.377425.Cam6_21_aug_3.csv,135.38,150.77,17.57
2,20130320T004716.377425.Cam6_21_aug_3.csv,158.08,146.92,17.57
3,20130320T004716.377425.Cam6_21_aug_3.csv,205.77,47.31,19.88
4,20130320T004716.377425.Cam6_21_aug_3.csv,179.23,71.92,16.8
5,20130320T004716.377425.Cam6_21_aug_3.csv,156.54,30.38,17.19
6,20130320T004716.377425.Cam6_21_aug_3.csv,133.85,16.15,16.8
7,20130320T004716.377425.Cam6_21_aug_3.csv,208.46,7.31,16.8
8,20130320T004716.377425.Cam6_21_aug_3.csv,250.77,185.0,15.65
9,20130320T004716.377425.Cam6_21_aug_3.csv,230.77,159.62,15.27
10,20130320T004716.377425.Cam6_21_aug_3.csv,1.92,105.77,12.96
