,name,c-x,c-y,radius
0,20130320T012828.237654_13_aug_0.csv,176.61,136.94,18.14
1,20130320T012828.237654_13_aug_0.csv,162.44,105.83,18.14
2,20130320T012828.237654_13_aug_0.csv,145.22,133.89,17.03
3,20130320T012828.237654_13_aug_0.csv,43.829999999999984,35.83,19.81
4,20130320T012828.237654_13_aug_0.csv,58.83000000000001,60.83,17.59
5,20130320T012828.237654_13_aug_0.csv,33.829999999999984,76.94,17.59
6,20130320T012828.237654_13_aug_0.csv,23.560000000000002,88.33,16.48
7,20130320T012828.237654_13_aug_0.csv,58.83000000000001,96.67,16.48
8,20130320T012828.237654_13_aug_0.csv,65.22,113.06,16.48
9,20130320T012828.237654_13_aug_0.csv,32.44,121.39,16.48
10,20130320T012828.237654_13_aug_0.csv,60.5,195.0,16.48
