,name,c-x,c-y,radius
0,20130320T004716.758433.Cam6_51_aug_1.csv,193.85,78.46,19.11
1,20130320T004716.758433.Cam6_51_aug_1.csv,206.54,79.62,19.11
2,20130320T004716.758433.Cam6_51_aug_1.csv,275.0,144.62,15.65
3,20130320T004716.758433.Cam6_51_aug_1.csv,71.15,153.08,15.65
4,20130320T004716.758433.Cam6_51_aug_1.csv,120.77,152.69,11.8
5,20130320T004716.758433.Cam6_51_aug_1.csv,84.62,83.85,17.19
6,20130320T004716.758433.Cam6_51_aug_1.csv,105.38,81.54,17.19
7,20130320T004716.758433.Cam6_51_aug_1.csv,58.85,67.31,16.03
8,20130320T004716.758433.Cam6_51_aug_1.csv,32.31,158.85,14.88
9,20130320T004716.758433.Cam6_51_aug_1.csv,35.77,199.23,11.42
10,20130320T004716.758433.Cam6_51_aug_1.csv,50.38,179.23,11.42
11,20130320T004716.758433.Cam6_51_aug_1.csv,11.54,172.69,11.42
12,20130320T004716.758433.Cam6_51_aug_1.csv,256.54,131.15,13.34
