,name,c-x,c-y,radius
0,20130320T005038.667371.Cam6_31_aug_3.csv,178.39,179.03,14.51
1,20130320T005038.667371.Cam6_31_aug_3.csv,242.26,187.1,14.51
2,20130320T005038.667371.Cam6_31_aug_3.csv,249.03,190.65,14.51
3,20130320T005038.667371.Cam6_31_aug_3.csv,242.58,97.1,13.55
4,20130320T005038.667371.Cam6_31_aug_3.csv,232.58,44.52,15.16
5,20130320T005038.667371.Cam6_31_aug_3.csv,231.29,58.71,15.16
6,20130320T005038.667371.Cam6_31_aug_3.csv,201.29,14.84,15.16
7,20130320T005038.667371.Cam6_31_aug_3.csv,217.42,13.87,15.16
8,20130320T005038.667371.Cam6_31_aug_3.csv,201.29,42.26,13.22
9,20130320T005038.667371.Cam6_31_aug_3.csv,115.81,93.55,14.19
10,20130320T005038.667371.Cam6_31_aug_3.csv,89.35,139.35,14.19
11,20130320T005038.667371.Cam6_31_aug_3.csv,134.19,104.52,12.9
