,name,c-x,c-y,radius
0,20130320T005517.149215.Cam6_32_aug_1.csv,190.0,191.39,22.31
1,20130320T005517.149215.Cam6_32_aug_1.csv,198.06,184.72,22.31
2,20130320T005517.149215.Cam6_32_aug_1.csv,184.44,91.67,22.31
3,20130320T005517.149215.Cam6_32_aug_1.csv,154.44,81.39,19.25
4,20130320T005517.149215.Cam6_32_aug_1.csv,118.61,64.17,20.92
5,20130320T005517.149215.Cam6_32_aug_1.csv,73.06,55.28,23.14
6,20130320T005517.149215.Cam6_32_aug_1.csv,170.28,46.11,21.75
7,20130320T005517.149215.Cam6_32_aug_1.csv,198.06,46.94,23.14
8,20130320T005517.149215.Cam6_32_aug_1.csv,242.22,61.39,23.14
9,20130320T005517.149215.Cam6_32_aug_1.csv,285.0,43.06,23.14
10,20130320T005517.149215.Cam6_32_aug_1.csv,293.33,88.06,23.14
