,name,c-x,c-y,radius
0,20130320T005221.336091.Cam6_24_aug_1.csv,43.87,154.52,17.09
1,20130320T005221.336091.Cam6_24_aug_1.csv,20.65,174.19,15.48
2,20130320T005221.336091.Cam6_24_aug_1.csv,52.9,185.48,15.48
3,20130320T005221.336091.Cam6_24_aug_1.csv,44.84,29.03,20.0
4,20130320T005221.336091.Cam6_24_aug_1.csv,13.23,13.87,20.0
5,20130320T005221.336091.Cam6_24_aug_1.csv,145.16,16.45,21.93
6,20130320T005221.336091.Cam6_24_aug_1.csv,150.0,57.1,21.93
7,20130320T005221.336091.Cam6_24_aug_1.csv,260.65,59.35,22.58
8,20130320T005221.336091.Cam6_24_aug_1.csv,287.74,40.65,22.58
9,20130320T005221.336091.Cam6_24_aug_1.csv,272.26,87.74,20.96
