,name,c-x,c-y,radius
0,20130320T005221.336091.Cam6_24_aug_2.csv,264.13,154.52,17.09
1,20130320T005221.336091.Cam6_24_aug_2.csv,287.35,174.19,15.48
2,20130320T005221.336091.Cam6_24_aug_2.csv,255.1,185.48,15.48
3,20130320T005221.336091.Cam6_24_aug_2.csv,263.15999999999997,29.03,20.0
4,20130320T005221.336091.Cam6_24_aug_2.csv,294.77,13.87,20.0
5,20130320T005221.336091.Cam6_24_aug_2.csv,162.84,16.45,21.93
6,20130320T005221.336091.Cam6_24_aug_2.csv,158.0,57.1,21.93
7,20130320T005221.336091.Cam6_24_aug_2.csv,47.35000000000002,59.35,22.58
8,20130320T005221.336091.Cam6_24_aug_2.csv,20.25999999999999,40.65,22.58
9,20130320T005221.336091.Cam6_24_aug_2.csv,35.74000000000001,87.74,20.96
