,name,c-x,c-y,radius
0,20130320T013121.003065_22_aug_1.csv,146.61,177.78,16.2
1,20130320T013121.003065_22_aug_1.csv,209.67000000000002,124.44,17.59
2,20130320T013121.003065_22_aug_1.csv,184.67000000000002,102.22,17.59
3,20130320T013121.003065_22_aug_1.csv,180.5,76.67,17.03
4,20130320T013121.003065_22_aug_1.csv,262.44,62.78,15.09
5,20130320T013121.003065_22_aug_1.csv,289.67,61.67,17.03
6,20130320T013121.003065_22_aug_1.csv,223.82999999999998,0.56,17.03
7,20130320T013121.003065_22_aug_1.csv,122.44,24.44,20.92
8,20130320T013121.003065_22_aug_1.csv,93.56,86.94,18.42
9,20130320T013121.003065_22_aug_1.csv,88.56,74.17,18.42
10,20130320T013121.003065_22_aug_1.csv,92.16999999999999,10.83,18.42
