,name,c-x,c-y,radius
0,20130320T005056.572492.Cam6_32_aug_4.csv,82.19,151.94,20.96
1,20130320T005056.572492.Cam6_32_aug_4.csv,122.52000000000001,140.32,19.35
2,20130320T005056.572492.Cam6_32_aug_4.csv,107.68,151.29,19.35
3,20130320T005056.572492.Cam6_32_aug_4.csv,92.19,112.58,19.35
4,20130320T005056.572492.Cam6_32_aug_4.csv,175.74,25.81,20.96
5,20130320T005056.572492.Cam6_32_aug_4.csv,141.87,43.87,20.96
6,20130320T005056.572492.Cam6_32_aug_4.csv,196.39,54.19,19.03
7,20130320T005056.572492.Cam6_32_aug_4.csv,199.29000000000002,65.16,17.74
8,20130320T005056.572492.Cam6_32_aug_4.csv,222.51999999999998,101.61,20.0
9,20130320T005056.572492.Cam6_32_aug_4.csv,240.9,117.1,19.35
10,20130320T005056.572492.Cam6_32_aug_4.csv,303.81,48.06,18.38
