,name,c-x,c-y,radius
0,20130320T012834.523528_41_aug_0.csv,144.44,119.17,17.03
1,20130320T012834.523528_41_aug_0.csv,40.83,118.06,17.59
2,20130320T012834.523528_41_aug_0.csv,67.78,105.56,17.59
3,20130320T012834.523528_41_aug_0.csv,37.78,85.56,17.59
4,20130320T012834.523528_41_aug_0.csv,33.61,30.83,16.2
5,20130320T012834.523528_41_aug_0.csv,60.28,11.94,15.37
6,20130320T012834.523528_41_aug_0.csv,91.11,71.39,15.37
7,20130320T012834.523528_41_aug_0.csv,228.89,111.11,15.37
8,20130320T012834.523528_41_aug_0.csv,265.0,106.67,15.37
9,20130320T012834.523528_41_aug_0.csv,304.17,82.5,15.37
