,name,c-x,c-y,radius
0,20130320T013506.722034_31_aug_2.csv,288.28,144.72,15.92
1,20130320T013506.722034_31_aug_2.csv,272.72,133.33,15.37
2,20130320T013506.722034_31_aug_2.csv,241.61,122.22,15.37
3,20130320T013506.722034_31_aug_2.csv,198.82999999999998,66.11,17.31
4,20130320T013506.722034_31_aug_2.csv,232.72,27.22,20.09
5,20130320T013506.722034_31_aug_2.csv,143.83,31.67,17.31
6,20130320T013506.722034_31_aug_2.csv,111.33000000000001,29.17,16.75
7,20130320T013506.722034_31_aug_2.csv,96.33000000000001,13.61,17.59
8,20130320T013506.722034_31_aug_2.csv,62.44,14.44,17.59
9,20130320T013506.722034_31_aug_2.csv,49.670000000000016,159.44,21.2
