,name,c-x,c-y,radius
0,20130320T013127.288945_42_aug_5.csv,40.28,99.17,20.37
1,20130320T013127.288945_42_aug_5.csv,123.89,138.33,18.42
2,20130320T013127.288945_42_aug_5.csv,153.89,141.39,17.59
3,20130320T013127.288945_42_aug_5.csv,143.33,114.44,19.53
4,20130320T013127.288945_42_aug_5.csv,176.67,101.94,17.87
5,20130320T013127.288945_42_aug_5.csv,156.39,81.39,17.31
6,20130320T013127.288945_42_aug_5.csv,183.61,140.0,16.2
7,20130320T013127.288945_42_aug_5.csv,235.28,119.44,17.31
8,20130320T013127.288945_42_aug_5.csv,269.72,113.89,17.03
9,20130320T013127.288945_42_aug_5.csv,248.33,135.83,17.03
10,20130320T013127.288945_42_aug_5.csv,274.44,152.78,17.03
11,20130320T013127.288945_42_aug_5.csv,306.11,155.83,17.03
12,20130320T013127.288945_42_aug_5.csv,26.94,150.56,16.48
