,name,c-x,c-y,radius
0,20130320T012911.476656_21_aug_5.csv,277.44,179.72,13.98
1,20130320T012911.476656_21_aug_5.csv,304.67,125.28,13.98
2,20130320T012911.476656_21_aug_5.csv,308.0,46.94,13.98
3,20130320T012911.476656_21_aug_5.csv,282.72,43.89,11.75
4,20130320T012911.476656_21_aug_5.csv,206.06,7.22,13.7
5,20130320T012911.476656_21_aug_5.csv,181.06,16.67,13.14
6,20130320T012911.476656_21_aug_5.csv,181.89,31.11,13.7
7,20130320T012911.476656_21_aug_5.csv,32.44,176.39,12.87
8,20130320T012911.476656_21_aug_5.csv,38.829999999999984,129.72,17.59
9,20130320T012911.476656_21_aug_5.csv,53.0,73.06,16.48
10,20130320T012911.476656_21_aug_5.csv,45.22000000000003,53.33,16.48
11,20130320T012911.476656_21_aug_5.csv,76.33000000000001,52.78,16.48
12,20130320T012911.476656_21_aug_5.csv,60.22,28.89,16.48
13,20130320T012911.476656_21_aug_5.csv,26.889999999999986,23.61,16.48
14,20130320T012911.476656_21_aug_5.csv,4.110000000000014,46.39,16.48
15,20130320T012911.476656_21_aug_5.csv,44.110000000000014,5.56,16.48
16,20130320T012911.476656_21_aug_5.csv,258.56,125.28,14.53
