,name,c-x,c-y,radius
0,20130320T013054.907398_24_aug_4.csv,183.82999999999998,135.56,17.87
1,20130320T013054.907398_24_aug_4.csv,159.39,134.44,17.87
2,20130320T013054.907398_24_aug_4.csv,97.44,148.06,16.48
3,20130320T013054.907398_24_aug_4.csv,107.72,114.44,16.48
4,20130320T013054.907398_24_aug_4.csv,87.44,92.78,17.03
5,20130320T013054.907398_24_aug_4.csv,121.61000000000001,84.17,17.03
6,20130320T013054.907398_24_aug_4.csv,104.66999999999999,53.89,17.59
7,20130320T013054.907398_24_aug_4.csv,116.33000000000001,25.83,17.59
8,20130320T013054.907398_24_aug_4.csv,4.939999999999998,154.44,16.48
9,20130320T013054.907398_24_aug_4.csv,6.889999999999986,184.17,14.53
