,name,c-x,c-y,radius
0,20130320T013534.722600_11_aug_6.csv,178.28,161.39,18.14
1,20130320T013534.722600_11_aug_6.csv,160.22,170.56,18.98
2,20130320T013534.722600_11_aug_6.csv,134.94,136.67,18.7
3,20130320T013534.722600_11_aug_6.csv,169.94,131.94,20.64
4,20130320T013534.722600_11_aug_6.csv,138.56,105.56,18.7
5,20130320T013534.722600_11_aug_6.csv,152.17,90.56,18.7
6,20130320T013534.722600_11_aug_6.csv,182.17000000000002,92.22,17.87
7,20130320T013534.722600_11_aug_6.csv,229.67000000000002,74.72,18.98
8,20130320T013534.722600_11_aug_6.csv,73.56,49.72,20.92
9,20130320T013534.722600_11_aug_6.csv,118.83000000000001,42.5,19.81
