,name,c-x,c-y,radius
0,20130320T013050.145304_22_aug_0.csv,169.39,163.61,21.2
1,20130320T013050.145304_22_aug_0.csv,52.16999999999999,198.61,21.2
2,20130320T013050.145304_22_aug_0.csv,135.22,144.44,19.81
3,20130320T013050.145304_22_aug_0.csv,123.83000000000001,116.67,19.25
4,20130320T013050.145304_22_aug_0.csv,161.33,105.56,21.75
5,20130320T013050.145304_22_aug_0.csv,241.06,93.89,20.64
6,20130320T013050.145304_22_aug_0.csv,251.61,55.56,20.64
7,20130320T013050.145304_22_aug_0.csv,213.0,46.11,22.03
8,20130320T013050.145304_22_aug_0.csv,235.78,6.39,21.2
9,20130320T013050.145304_22_aug_0.csv,262.72,22.5,20.64
