,name,c-x,c-y,radius
0,20130320T013117.574497_32_aug_1.csv,95.0,145.0,19.25
1,20130320T013117.574497_32_aug_1.csv,284.44,111.11,19.53
2,20130320T013117.574497_32_aug_1.csv,292.22,65.83,18.14
3,20130320T013117.574497_32_aug_1.csv,211.39,75.0,17.87
4,20130320T013117.574497_32_aug_1.csv,230.56,42.5,19.81
5,20130320T013117.574497_32_aug_1.csv,190.0,43.06,18.98
6,20130320T013117.574497_32_aug_1.csv,157.5,59.72,18.98
7,20130320T013117.574497_32_aug_1.csv,170.28,14.17,19.81
8,20130320T013117.574497_32_aug_1.csv,129.72,22.5,19.53
9,20130320T013117.574497_32_aug_1.csv,99.72,26.39,17.59
10,20130320T013117.574497_32_aug_1.csv,66.39,39.72,19.81
11,20130320T013117.574497_32_aug_1.csv,102.22,75.83,14.53
12,20130320T013117.574497_32_aug_1.csv,95.56,61.94,19.25
