,name,c-x,c-y,radius
0,20130320T004720.568015.Cam6_63_aug_4.csv,91.85,107.31,15.65
1,20130320T004720.568015.Cam6_63_aug_4.csv,78.0,115.77,15.65
2,20130320T004720.568015.Cam6_63_aug_4.csv,106.08000000000001,129.23,15.65
3,20130320T004720.568015.Cam6_63_aug_4.csv,121.85,148.46,14.5
4,20130320T004720.568015.Cam6_63_aug_4.csv,143.0,140.77,14.5
5,20130320T004720.568015.Cam6_63_aug_4.csv,82.22999999999999,135.0,14.5
6,20130320T004720.568015.Cam6_63_aug_4.csv,45.31,96.54,15.65
7,20130320T004720.568015.Cam6_63_aug_4.csv,33.76999999999998,36.15,13.73
8,20130320T004720.568015.Cam6_63_aug_4.csv,105.69,30.77,15.65
9,20130320T004720.568015.Cam6_63_aug_4.csv,166.46,10.0,13.73
10,20130320T004720.568015.Cam6_63_aug_4.csv,279.15,4.23,13.73
11,20130320T004720.568015.Cam6_63_aug_4.csv,126.46000000000001,81.54,13.73
12,20130320T004720.568015.Cam6_63_aug_4.csv,101.85,100.77,13.73
