,name,c-x,c-y,radius
0,20130320T005314.099056.Cam6_41_aug_7.csv,67.1,183.55,13.22
1,20130320T005314.099056.Cam6_41_aug_7.csv,68.06,162.58,13.22
2,20130320T005314.099056.Cam6_41_aug_7.csv,93.23,147.42,14.51
3,20130320T005314.099056.Cam6_41_aug_7.csv,116.45,146.45,14.51
4,20130320T005314.099056.Cam6_41_aug_7.csv,112.58,105.16,12.9
5,20130320T005314.099056.Cam6_41_aug_7.csv,175.81,125.48,12.9
6,20130320T005314.099056.Cam6_41_aug_7.csv,181.61,114.19,14.19
7,20130320T005314.099056.Cam6_41_aug_7.csv,229.68,123.87,14.19
8,20130320T005314.099056.Cam6_41_aug_7.csv,302.9,52.9,16.77
9,20130320T005314.099056.Cam6_41_aug_7.csv,261.61,120.32,15.16
10,20130320T005314.099056.Cam6_41_aug_7.csv,196.45,132.58,13.87
