,name,c-x,c-y,radius
0,20130320T005244.574699.Cam6_43_aug_6.csv,215.1,5.16,19.67
1,20130320T005244.574699.Cam6_43_aug_6.csv,258.32,6.45,19.67
2,20130320T005244.574699.Cam6_43_aug_6.csv,223.16,51.94,19.67
3,20130320T005244.574699.Cam6_43_aug_6.csv,260.9,48.39,19.67
4,20130320T005244.574699.Cam6_43_aug_6.csv,289.29,157.42,19.67
5,20130320T005244.574699.Cam6_43_aug_6.csv,248.32,146.77,18.71
6,20130320T005244.574699.Cam6_43_aug_6.csv,198.32,141.29,20.32
7,20130320T005244.574699.Cam6_43_aug_6.csv,182.84,153.87,19.03
8,20130320T005244.574699.Cam6_43_aug_6.csv,193.81,199.68,19.03
9,20130320T005244.574699.Cam6_43_aug_6.csv,170.58,193.55,19.03
10,20130320T005244.574699.Cam6_43_aug_6.csv,220.57999999999998,200.65,19.03
11,20130320T005244.574699.Cam6_43_aug_6.csv,55.74000000000001,151.94,19.03
12,20130320T005244.574699.Cam6_43_aug_6.csv,31.230000000000018,161.29,19.03
