,name,c-x,c-y,radius
0,20130320T005053.143795.Cam6_24_aug_2.csv,143.87,194.52,18.71
1,20130320T005053.143795.Cam6_24_aug_2.csv,80.0,187.42,18.06
2,20130320T005053.143795.Cam6_24_aug_2.csv,77.74,165.16,18.06
3,20130320T005053.143795.Cam6_24_aug_2.csv,88.39,114.84,19.67
4,20130320T005053.143795.Cam6_24_aug_2.csv,50.32,85.48,20.32
5,20130320T005053.143795.Cam6_24_aug_2.csv,52.58,30.97,21.29
6,20130320T005053.143795.Cam6_24_aug_2.csv,90.32,46.45,21.29
7,20130320T005053.143795.Cam6_24_aug_2.csv,136.77,61.94,21.93
8,20130320T005053.143795.Cam6_24_aug_2.csv,164.19,75.48,20.32
9,20130320T005053.143795.Cam6_24_aug_2.csv,209.35,26.77,20.32
