,name,c-x,c-y,radius
0,20130320T005921.725757.Cam6_13_aug_3.csv,281.33,168.61,27.31
1,20130320T005921.725757.Cam6_13_aug_3.csv,242.44,171.94,23.7
2,20130320T005921.725757.Cam6_13_aug_3.csv,164.11,155.56,19.53
3,20130320T005921.725757.Cam6_13_aug_3.csv,180.22,136.67,26.75
4,20130320T005921.725757.Cam6_13_aug_3.csv,217.72,117.78,20.37
5,20130320T005921.725757.Cam6_13_aug_3.csv,179.11,90.0,23.42
6,20130320T005921.725757.Cam6_13_aug_3.csv,210.22,65.56,24.81
7,20130320T005921.725757.Cam6_13_aug_3.csv,232.44,39.72,18.98
8,20130320T005921.725757.Cam6_13_aug_3.csv,249.94,7.22,21.48
9,20130320T005921.725757.Cam6_13_aug_3.csv,93.83000000000001,140.83,23.7
