,name,c-x,c-y,radius
0,20130320T004906.474966.Cam6_43_aug_4.csv,239.94,46.45,17.74
1,20130320T004906.474966.Cam6_43_aug_4.csv,262.84000000000003,67.74,17.74
2,20130320T004906.474966.Cam6_43_aug_4.csv,226.39,75.48,17.74
3,20130320T004906.474966.Cam6_43_aug_4.csv,231.87,88.71,17.74
4,20130320T004906.474966.Cam6_43_aug_4.csv,224.13,111.94,17.74
5,20130320T004906.474966.Cam6_43_aug_4.csv,198.32,108.71,16.45
6,20130320T004906.474966.Cam6_43_aug_4.csv,208.0,49.03,17.74
7,20130320T004906.474966.Cam6_43_aug_4.csv,232.19,29.35,17.09
8,20130320T004906.474966.Cam6_43_aug_4.csv,158.97,49.68,17.09
9,20130320T004906.474966.Cam6_43_aug_4.csv,157.68,146.45,17.09
10,20130320T004906.474966.Cam6_43_aug_4.csv,135.1,137.42,17.09
11,20130320T004906.474966.Cam6_43_aug_4.csv,125.74000000000001,17.1,17.09
12,20130320T004906.474966.Cam6_43_aug_4.csv,87.68,8.71,17.09
13,20130320T004906.474966.Cam6_43_aug_4.csv,47.35000000000002,3.23,17.09
14,20130320T004906.474966.Cam6_43_aug_4.csv,19.939999999999998,122.9,15.48
