,name,c-x,c-y,radius
0,20130320T005432.195921.Cam6_33_aug_7.csv,23.89,42.78,15.92
1,20130320T005432.195921.Cam6_33_aug_7.csv,55.28,35.56,17.59
2,20130320T005432.195921.Cam6_33_aug_7.csv,54.72,152.5,17.59
3,20130320T005432.195921.Cam6_33_aug_7.csv,93.06,158.33,16.75
4,20130320T005432.195921.Cam6_33_aug_7.csv,75.0,108.89,15.92
5,20130320T005432.195921.Cam6_33_aug_7.csv,87.22,109.72,15.92
6,20130320T005432.195921.Cam6_33_aug_7.csv,106.94,87.78,18.7
7,20130320T005432.195921.Cam6_33_aug_7.csv,194.17,101.67,16.48
8,20130320T005432.195921.Cam6_33_aug_7.csv,199.44,86.94,18.14
9,20130320T005432.195921.Cam6_33_aug_7.csv,266.67,74.17,20.37
10,20130320T005432.195921.Cam6_33_aug_7.csv,301.67,82.78,20.37
11,20130320T005432.195921.Cam6_33_aug_7.csv,267.5,62.5,20.37
12,20130320T005432.195921.Cam6_33_aug_7.csv,281.94,21.11,17.59
