,name,c-x,c-y,radius
0,20130320T012822.142284_34_aug_5.csv,6.11,161.11,20.37
1,20130320T012822.142284_34_aug_5.csv,38.06,170.56,19.53
2,20130320T012822.142284_34_aug_5.csv,78.61,194.44,19.53
3,20130320T012822.142284_34_aug_5.csv,79.72,149.72,18.98
4,20130320T012822.142284_34_aug_5.csv,135.56,149.17,17.31
5,20130320T012822.142284_34_aug_5.csv,168.06,133.89,17.31
6,20130320T012822.142284_34_aug_5.csv,182.78,168.06,21.75
7,20130320T012822.142284_34_aug_5.csv,195.83,111.39,20.09
8,20130320T012822.142284_34_aug_5.csv,237.22,40.83,17.59
9,20130320T012822.142284_34_aug_5.csv,263.61,21.67,19.53
10,20130320T012822.142284_34_aug_5.csv,209.72,165.56,18.14
