,name,c-x,c-y,radius
0,20130320T013122.717475_31_aug_0.csv,196.11,195.0,16.2
1,20130320T013122.717475_31_aug_0.csv,215.56,173.06,17.03
2,20130320T013122.717475_31_aug_0.csv,196.39,149.44,16.48
3,20130320T013122.717475_31_aug_0.csv,228.89,145.56,16.48
4,20130320T013122.717475_31_aug_0.csv,249.44,84.17,16.48
5,20130320T013122.717475_31_aug_0.csv,275.83,70.83,14.53
6,20130320T013122.717475_31_aug_0.csv,134.44,178.61,14.53
7,20130320T013122.717475_31_aug_0.csv,69.44,140.56,13.42
8,20130320T013122.717475_31_aug_0.csv,133.33,121.11,13.42
9,20130320T013122.717475_31_aug_0.csv,20.83,172.22,13.42
