,name,c-x,c-y,radius
0,20130320T013112.050506_34_aug_3.csv,226.32999999999998,159.44,15.64
1,20130320T013112.050506_34_aug_3.csv,222.72,99.44,15.64
2,20130320T013112.050506_34_aug_3.csv,195.5,78.06,14.25
3,20130320T013112.050506_34_aug_3.csv,155.22,105.83,13.42
4,20130320T013112.050506_34_aug_3.csv,163.28,102.5,13.42
5,20130320T013112.050506_34_aug_3.csv,136.06,67.78,17.03
6,20130320T013112.050506_34_aug_3.csv,109.38999999999999,84.72,17.03
7,20130320T013112.050506_34_aug_3.csv,69.66999999999999,137.22,15.09
8,20130320T013112.050506_34_aug_3.csv,39.110000000000014,130.56,17.31
9,20130320T013112.050506_34_aug_3.csv,16.610000000000014,111.67,13.42
