,name,c-x,c-y,radius
0,20130320T004802.473631.Cam6_73_aug_7.csv,60.32,79.35,14.51
1,20130320T004802.473631.Cam6_73_aug_7.csv,84.84,105.81,14.51
2,20130320T004802.473631.Cam6_73_aug_7.csv,99.68,86.13,14.51
3,20130320T004802.473631.Cam6_73_aug_7.csv,113.87,103.87,14.51
4,20130320T004802.473631.Cam6_73_aug_7.csv,148.39,101.29,12.9
5,20130320T004802.473631.Cam6_73_aug_7.csv,2.26,44.84,12.9
6,20130320T004802.473631.Cam6_73_aug_7.csv,30.65,5.48,12.9
7,20130320T004802.473631.Cam6_73_aug_7.csv,195.16,12.9,12.9
8,20130320T004802.473631.Cam6_73_aug_7.csv,229.03,100.97,12.9
9,20130320T004802.473631.Cam6_73_aug_7.csv,206.45,96.77,12.9
10,20130320T004802.473631.Cam6_73_aug_7.csv,194.52,121.94,11.29
