,name,c-x,c-y,radius
0,20130320T005032.762499.Cam6_53_aug_5.csv,150.97,73.55,17.74
1,20130320T005032.762499.Cam6_53_aug_5.csv,183.87,75.48,17.09
2,20130320T005032.762499.Cam6_53_aug_5.csv,137.42,175.48,14.84
3,20130320T005032.762499.Cam6_53_aug_5.csv,239.68,142.58,15.8
4,20130320T005032.762499.Cam6_53_aug_5.csv,249.03,159.35,15.8
5,20130320T005032.762499.Cam6_53_aug_5.csv,270.65,141.61,15.8
6,20130320T005032.762499.Cam6_53_aug_5.csv,260.32,96.77,15.8
7,20130320T005032.762499.Cam6_53_aug_5.csv,223.87,94.84,15.8
8,20130320T005032.762499.Cam6_53_aug_5.csv,234.84,79.68,13.87
9,20130320T005032.762499.Cam6_53_aug_5.csv,306.77,148.39,13.87
