,name,c-x,c-y,radius
0,20130320T004716.758433.Cam6_51_aug_4.csv,114.15,78.46,19.11
1,20130320T004716.758433.Cam6_51_aug_4.csv,101.46000000000001,79.62,19.11
2,20130320T004716.758433.Cam6_51_aug_4.csv,33.0,144.62,15.65
3,20130320T004716.758433.Cam6_51_aug_4.csv,236.85,153.08,15.65
4,20130320T004716.758433.Cam6_51_aug_4.csv,187.23000000000002,152.69,11.8
5,20130320T004716.758433.Cam6_51_aug_4.csv,223.38,83.85,17.19
6,20130320T004716.758433.Cam6_51_aug_4.csv,202.62,81.54,17.19
7,20130320T004716.758433.Cam6_51_aug_4.csv,249.15,67.31,16.03
8,20130320T004716.758433.Cam6_51_aug_4.csv,275.69,158.85,14.88
9,20130320T004716.758433.Cam6_51_aug_4.csv,272.23,199.23,11.42
10,20130320T004716.758433.Cam6_51_aug_4.csv,257.62,179.23,11.42
11,20130320T004716.758433.Cam6_51_aug_4.csv,296.46,172.69,11.42
12,20130320T004716.758433.Cam6_51_aug_4.csv,51.45999999999998,131.15,13.34
