,name,c-x,c-y,radius
0,20130320T005517.149215.Cam6_32_aug_1.csv,118.0,191.39,22.31
1,20130320T005517.149215.Cam6_32_aug_1.csv,109.94,184.72,22.31
2,20130320T005517.149215.Cam6_32_aug_1.csv,123.56,91.67,22.31
3,20130320T005517.149215.Cam6_32_aug_1.csv,153.56,81.39,19.25
4,20130320T005517.149215.Cam6_32_aug_1.csv,189.39,64.17,20.92
5,20130320T005517.149215.Cam6_32_aug_1.csv,234.94,55.28,23.14
6,20130320T005517.149215.Cam6_32_aug_1.csv,137.72,46.11,21.75
7,20130320T005517.149215.Cam6_32_aug_1.csv,109.94,46.94,23.14
8,20130320T005517.149215.Cam6_32_aug_1.csv,65.78,61.39,23.14
9,20130320T005517.149215.Cam6_32_aug_1.csv,23.0,43.06,23.14
10,20130320T005517.149215.Cam6_32_aug_1.csv,14.670000000000016,88.06,23.14
