,name,c-x,c-y,radius
0,20130320T013234.147438_21_aug_7.csv,53.61,192.78,15.92
1,20130320T013234.147438_21_aug_7.csv,93.33,123.33,15.09
2,20130320T013234.147438_21_aug_7.csv,82.78,116.94,15.09
3,20130320T013234.147438_21_aug_7.csv,116.39,134.72,15.09
4,20130320T013234.147438_21_aug_7.csv,97.5,96.94,15.09
5,20130320T013234.147438_21_aug_7.csv,70.28,56.11,13.42
6,20130320T013234.147438_21_aug_7.csv,70.28,29.44,13.42
7,20130320T013234.147438_21_aug_7.csv,89.44,41.11,14.25
8,20130320T013234.147438_21_aug_7.csv,136.39,20.56,14.53
9,20130320T013234.147438_21_aug_7.csv,101.94,30.28,13.98
