,name,c-x,c-y,radius
0,20130320T005034.095776.Cam6_44_aug_3.csv,254.13,97.42,17.42
1,20130320T005034.095776.Cam6_44_aug_3.csv,296.06,60.97,17.42
2,20130320T005034.095776.Cam6_44_aug_3.csv,290.26,24.84,16.45
3,20130320T005034.095776.Cam6_44_aug_3.csv,274.45,35.48,18.38
4,20130320T005034.095776.Cam6_44_aug_3.csv,239.94,56.45,18.71
5,20130320T005034.095776.Cam6_44_aug_3.csv,186.06,0.0,18.71
6,20130320T005034.095776.Cam6_44_aug_3.csv,182.51999999999998,117.74,16.13
7,20130320T005034.095776.Cam6_44_aug_3.csv,163.16,95.16,16.13
8,20130320T005034.095776.Cam6_44_aug_3.csv,153.16,137.1,16.13
9,20130320T005034.095776.Cam6_44_aug_3.csv,125.41999999999999,119.35,17.42
10,20130320T005034.095776.Cam6_44_aug_3.csv,99.94,116.45,17.42
11,20130320T005034.095776.Cam6_44_aug_3.csv,98.32,189.35,15.48
12,20130320T005034.095776.Cam6_44_aug_3.csv,124.13,199.68,15.48
13,20130320T005034.095776.Cam6_44_aug_3.csv,100.58000000000001,157.1,15.48
