,name,c-x,c-y,radius
0,20130320T012822.142284_34_aug_2.csv,301.89,161.11,20.37
1,20130320T012822.142284_34_aug_2.csv,269.94,170.56,19.53
2,20130320T012822.142284_34_aug_2.csv,229.39,194.44,19.53
3,20130320T012822.142284_34_aug_2.csv,228.28,149.72,18.98
4,20130320T012822.142284_34_aug_2.csv,172.44,149.17,17.31
5,20130320T012822.142284_34_aug_2.csv,139.94,133.89,17.31
6,20130320T012822.142284_34_aug_2.csv,125.22,168.06,21.75
7,20130320T012822.142284_34_aug_2.csv,112.16999999999999,111.39,20.09
8,20130320T012822.142284_34_aug_2.csv,70.78,40.83,17.59
9,20130320T012822.142284_34_aug_2.csv,44.389999999999986,21.67,19.53
10,20130320T012822.142284_34_aug_2.csv,98.28,165.56,18.14
