,name,c-x,c-y,radius
0,20130320T005428.957729.Cam6_31_aug_4.csv,306.06,176.11,17.03
1,20130320T005428.957729.Cam6_31_aug_4.csv,203.56,139.44,15.92
2,20130320T005428.957729.Cam6_31_aug_4.csv,129.67,113.61,20.64
3,20130320T005428.957729.Cam6_31_aug_4.csv,94.38999999999999,164.72,18.7
4,20130320T005428.957729.Cam6_31_aug_4.csv,61.33000000000001,154.72,20.64
5,20130320T005428.957729.Cam6_31_aug_4.csv,68.28,131.67,18.98
6,20130320T005428.957729.Cam6_31_aug_4.csv,58.28,45.0,18.98
7,20130320T005428.957729.Cam6_31_aug_4.csv,49.110000000000014,18.61,17.87
8,20130320T005428.957729.Cam6_31_aug_4.csv,156.61,0.56,17.87
9,20130320T005428.957729.Cam6_31_aug_4.csv,263.0,38.33,14.25
10,20130320T005428.957729.Cam6_31_aug_4.csv,214.94,29.17,16.2
11,20130320T005428.957729.Cam6_31_aug_4.csv,183.0,21.39,14.53
