,name,c-x,c-y,radius
0,20130320T013114.145799_32_aug_2.csv,77.72,178.89,20.09
1,20130320T013114.145799_32_aug_2.csv,92.72,117.5,20.09
2,20130320T013114.145799_32_aug_2.csv,91.33000000000001,77.22,18.98
3,20130320T013114.145799_32_aug_2.csv,39.110000000000014,100.83,18.98
4,20130320T013114.145799_32_aug_2.csv,59.66999999999999,50.0,17.31
5,20130320T013114.145799_32_aug_2.csv,6.889999999999986,52.78,18.98
6,20130320T013114.145799_32_aug_2.csv,39.389999999999986,3.06,17.31
7,20130320T013114.145799_32_aug_2.csv,65.78,16.39,22.31
8,20130320T013114.145799_32_aug_2.csv,72.72,1.94,22.31
9,20130320T013114.145799_32_aug_2.csv,106.33000000000001,23.33,22.87
10,20130320T013114.145799_32_aug_2.csv,158.28,21.94,17.31
11,20130320T013114.145799_32_aug_2.csv,224.39,59.17,19.81
12,20130320T013114.145799_32_aug_2.csv,199.39,68.89,18.98
