,name,c-x,c-y,radius
0,20130320T004734.663562.Cam6_43_aug_7.csv,50.38,135.38,15.65
1,20130320T004734.663562.Cam6_43_aug_7.csv,74.62,126.54,15.65
2,20130320T004734.663562.Cam6_43_aug_7.csv,21.15,154.23,15.65
3,20130320T004734.663562.Cam6_43_aug_7.csv,4.62,131.92,15.65
4,20130320T004734.663562.Cam6_43_aug_7.csv,6.54,151.54,15.65
5,20130320T004734.663562.Cam6_43_aug_7.csv,110.0,170.77,17.57
6,20130320T004734.663562.Cam6_43_aug_7.csv,186.15,190.0,16.42
7,20130320T004734.663562.Cam6_43_aug_7.csv,286.15,200.0,16.42
8,20130320T004734.663562.Cam6_43_aug_7.csv,253.08,186.92,14.88
9,20130320T004734.663562.Cam6_43_aug_7.csv,245.77,191.54,14.88
