,name,c-x,c-y,radius
0,20130320T005100.953457.Cam6_21_aug_4.csv,135.16,200.97,16.13
1,20130320T005100.953457.Cam6_21_aug_4.csv,113.55,194.52,16.13
2,20130320T005100.953457.Cam6_21_aug_4.csv,126.77,170.32,19.03
3,20130320T005100.953457.Cam6_21_aug_4.csv,102.9,130.97,19.03
4,20130320T005100.953457.Cam6_21_aug_4.csv,99.03,98.06,17.09
5,20130320T005100.953457.Cam6_21_aug_4.csv,80.65,99.03,17.09
6,20130320T005100.953457.Cam6_21_aug_4.csv,122.26,75.81,18.06
7,20130320T005100.953457.Cam6_21_aug_4.csv,156.13,62.26,18.06
8,20130320T005100.953457.Cam6_21_aug_4.csv,171.61,88.71,18.06
9,20130320T005100.953457.Cam6_21_aug_4.csv,164.19,26.13,18.06
10,20130320T005100.953457.Cam6_21_aug_4.csv,129.35,38.39,18.06
11,20130320T005100.953457.Cam6_21_aug_4.csv,102.9,11.29,20.32
