,name,c-x,c-y,radius
0,20130320T005033.524390.Cam6_12_aug_7.csv,80.97,185.48,11.29
1,20130320T005033.524390.Cam6_12_aug_7.csv,8.39,195.48,12.9
2,20130320T005033.524390.Cam6_12_aug_7.csv,170.97,181.61,15.48
3,20130320T005033.524390.Cam6_12_aug_7.csv,247.1,170.65,15.48
4,20130320T005033.524390.Cam6_12_aug_7.csv,269.03,123.87,17.74
5,20130320T005033.524390.Cam6_12_aug_7.csv,274.19,93.55,19.67
6,20130320T005033.524390.Cam6_12_aug_7.csv,306.77,81.94,19.67
7,20130320T005033.524390.Cam6_12_aug_7.csv,266.77,28.71,18.71
8,20130320T005033.524390.Cam6_12_aug_7.csv,273.23,59.03,16.45
9,20130320T005033.524390.Cam6_12_aug_7.csv,301.29,49.03,18.71
